"id","created_at","updated_at","earning_type","level","percentage","amount_usdt","status","is_grace_period","recipient_was_active","compression_applied","original_level","buyer_id","purchase_id","recipient_id","shares_count","distribution_id"
3478,2025-12-02 01:04:28.267 +0300,2025-12-02 01:04:28.267 +0300,BONUS_POOL,6,2.00,5.000000,PENDING,false,true,false,,1588,463,,,
3479,2025-12-02 01:04:28.270 +0300,2025-12-02 01:04:28.270 +0300,BONUS_POOL,7,2.00,5.000000,PENDING,false,true,false,,1588,463,,,
3480,2025-12-02 01:04:28.272 +0300,2025-12-02 01:04:28.272 +0300,LEGENDS_POOL,,,12.500000,PENDING,false,true,false,,1588,463,,,
3514,2025-12-02 01:29:22.838 +0300,2025-12-02 01:29:22.838 +0300,NETWORK,2,5.00,12.500000,WITHDRAWN,true,true,false,2,751,469,1086,,
3482,2025-12-02 01:04:28.425 +0300,2025-12-02 01:04:28.425 +0300,NETWORK,2,5.00,50.000000,PENDING,true,true,false,2,1588,464,468,,
3485,2025-12-02 01:04:28.430 +0300,2025-12-02 01:04:28.430 +0300,BONUS_POOL,5,2.00,20.000000,PENDING,false,true,false,,1588,464,,,
3486,2025-12-02 01:04:28.433 +0300,2025-12-02 01:04:28.433 +0300,BONUS_POOL,6,2.00,20.000000,PENDING,false,true,false,,1588,464,,,
3487,2025-12-02 01:04:28.435 +0300,2025-12-02 01:04:28.435 +0300,BONUS_POOL,7,2.00,20.000000,PENDING,false,true,false,,1588,464,,,
3488,2025-12-02 01:04:28.438 +0300,2025-12-02 01:04:28.438 +0300,LEGENDS_POOL,,,50.000000,PENDING,false,true,false,,1588,464,,,
3490,2025-12-02 01:04:28.542 +0300,2025-12-02 01:04:28.542 +0300,NETWORK,2,5.00,12.500000,PENDING,true,true,false,2,196,465,40,,
3491,2025-12-02 01:04:28.543 +0300,2025-12-02 01:04:28.543 +0300,NETWORK,3,2.00,5.000000,PENDING,true,true,false,3,196,465,41,,
3492,2025-12-02 01:04:28.544 +0300,2025-12-02 01:04:28.544 +0300,NETWORK,4,2.00,5.000000,PENDING,true,true,false,4,196,465,42,,
3493,2025-12-02 01:04:28.545 +0300,2025-12-02 01:04:28.545 +0300,NETWORK,5,2.00,5.000000,PENDING,true,true,false,5,196,465,44,,
3494,2025-12-02 01:04:28.546 +0300,2025-12-02 01:04:28.546 +0300,NETWORK,6,2.00,5.000000,PENDING,true,true,false,6,196,465,45,,
3495,2025-12-02 01:04:28.547 +0300,2025-12-02 01:04:28.547 +0300,NETWORK,7,2.00,5.000000,PENDING,true,true,false,7,196,465,46,,
3496,2025-12-02 01:04:28.550 +0300,2025-12-02 01:04:28.550 +0300,LEGENDS_POOL,,,12.500000,PENDING,false,true,false,,196,465,,,
3499,2025-12-02 01:08:52.823 +0300,2025-12-02 01:08:52.823 +0300,BONUS_POOL,3,2.00,0.100000,PENDING,false,true,false,,10,467,,,
3500,2025-12-02 01:08:52.827 +0300,2025-12-02 01:08:52.827 +0300,BONUS_POOL,4,2.00,0.100000,PENDING,false,true,false,,10,467,,,
3501,2025-12-02 01:08:52.830 +0300,2025-12-02 01:08:52.830 +0300,BONUS_POOL,5,2.00,0.100000,PENDING,false,true,false,,10,467,,,
3502,2025-12-02 01:08:52.833 +0300,2025-12-02 01:08:52.833 +0300,BONUS_POOL,6,2.00,0.100000,PENDING,false,true,false,,10,467,,,
3503,2025-12-02 01:08:52.835 +0300,2025-12-02 01:08:52.835 +0300,BONUS_POOL,7,2.00,0.100000,PENDING,false,true,false,,10,467,,,
3504,2025-12-02 01:08:52.838 +0300,2025-12-02 01:08:52.838 +0300,LEGENDS_POOL,,,0.250000,PENDING,false,true,false,,10,467,,,
553,2025-11-25 21:35:00.314 +0300,2025-11-25 21:35:00.314 +0300,NETWORK,1,10.00,25.000000,WITHDRAWN,true,true,false,1,804,85,751,,
2723,2025-11-30 22:20:22.188 +0300,2025-11-30 22:20:22.188 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,802,369,751,,
3505,2025-12-02 01:23:22.834 +0300,2025-12-02 01:23:22.834 +0300,NETWORK,1,10.00,25.000000,PENDING,true,true,false,1,2066,468,301,,
3506,2025-12-02 01:23:22.835 +0300,2025-12-02 01:23:22.835 +0300,NETWORK,2,5.00,12.500000,PENDING,true,true,false,2,2066,468,140,,
3510,2025-12-02 01:23:22.842 +0300,2025-12-02 01:23:22.842 +0300,BONUS_POOL,6,2.00,5.000000,PENDING,false,true,false,,2066,468,,,
3511,2025-12-02 01:23:22.844 +0300,2025-12-02 01:23:22.844 +0300,BONUS_POOL,7,2.00,5.000000,PENDING,false,true,false,,2066,468,,,
3512,2025-12-02 01:23:22.847 +0300,2025-12-02 01:23:22.847 +0300,LEGENDS_POOL,,,12.500000,PENDING,false,true,false,,2066,468,,,
3515,2025-12-02 01:29:22.841 +0300,2025-12-02 01:29:22.842 +0300,BONUS_POOL,3,2.00,5.000000,PENDING,false,true,false,,751,469,,,
3516,2025-12-02 01:29:22.844 +0300,2025-12-02 01:29:22.844 +0300,BONUS_POOL,4,2.00,5.000000,PENDING,false,true,false,,751,469,,,
3517,2025-12-02 01:29:22.847 +0300,2025-12-02 01:29:22.847 +0300,BONUS_POOL,5,2.00,5.000000,PENDING,false,true,false,,751,469,,,
3518,2025-12-02 01:29:22.849 +0300,2025-12-02 01:29:22.849 +0300,BONUS_POOL,6,2.00,5.000000,PENDING,false,true,false,,751,469,,,
3519,2025-12-02 01:29:22.851 +0300,2025-12-02 01:29:22.851 +0300,BONUS_POOL,7,2.00,5.000000,PENDING,false,true,false,,751,469,,,
3520,2025-12-02 01:29:22.854 +0300,2025-12-02 01:29:22.854 +0300,LEGENDS_POOL,,,12.500000,PENDING,false,true,false,,751,469,,,
2275,2025-11-30 11:12:21.372 +0300,2025-11-30 11:12:21.372 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,836,313,30,,
1570,2025-11-28 13:48:23.940 +0300,2025-11-28 13:48:23.940 +0300,NETWORK,2,5.00,250.000000,WITHDRAWN,true,true,false,2,1660,212,30,,
3489,2025-12-02 01:04:28.540 +0300,2025-12-02 01:04:28.540 +0300,NETWORK,1,10.00,25.000000,WITHDRAWN,true,true,false,1,196,465,39,,
3497,2025-12-02 01:08:52.817 +0300,2025-12-02 01:08:52.817 +0300,NETWORK,1,10.00,0.500000,WITHDRAWN,true,true,false,1,10,467,8,,
